date,000905.SH_换手率均值_20日
2007-02-09,6.1181
2007-02-12,6.116745
2007-02-13,6.050435
2007-02-14,5.951600000000001
2007-02-15,5.95407
2007-02-16,5.926805
2007-02-26,5.828275
2007-02-27,5.901375
2007-02-28,5.912555
2007-03-01,5.98097
2007-03-02,5.995595
2007-03-05,6.019575000000001
2007-03-06,5.90592
2007-03-07,5.8261400000000005
2007-03-08,5.8292
2007-03-09,5.88847
2007-03-12,6.025284999999999
2007-03-13,6.17159
2007-03-14,6.28806
2007-03-15,6.36329
2007-03-16,6.480980000000001
2007-03-19,6.552735
2007-03-20,6.58461
2007-03-21,6.608395
2007-03-22,6.63352
2007-03-23,6.617699999999999
2007-03-26,6.664295
2007-03-27,6.557455
2007-03-28,6.644634999999999
2007-03-29,6.622075000000001
2007-03-30,6.544995
2007-04-02,6.46298
2007-04-03,6.546925
2007-04-04,6.646385
2007-04-05,6.705405000000001
2007-04-06,6.755455
2007-04-09,6.822285000000001
2007-04-10,6.88237
2007-04-11,6.949755000000001
2007-04-12,7.033835000000001
2007-04-13,7.105194999999999
2007-04-16,7.1826799999999995
2007-04-17,7.398555
2007-04-18,7.540675
2007-04-19,7.67248
2007-04-20,7.727290000000001
2007-04-23,7.824065000000002
2007-04-24,7.967805000000001
2007-04-25,7.935734999999999
2007-04-26,7.91686
2007-04-27,8.045815000000001
2007-04-30,8.204385
2007-05-08,8.350565
2007-05-09,8.51653
2007-05-10,8.59517
2007-05-11,8.600525
2007-05-14,8.55855
2007-05-15,8.54126
2007-05-16,8.445195
2007-05-17,8.41288
2007-05-18,8.341840000000001
2007-05-21,8.39342
2007-05-22,8.388945000000001
2007-05-23,8.38829
2007-05-24,8.402055
2007-05-25,8.44385
2007-05-28,8.47612
2007-05-29,8.425970000000001
2007-05-30,8.516895
2007-05-31,8.628110000000001
2007-06-01,8.670805
2007-06-04,8.545285
2007-06-05,8.52861
2007-06-06,8.430699999999998
2007-06-07,8.407695
2007-06-08,8.434325
2007-06-11,8.45265
2007-06-12,8.511505
2007-06-13,8.647785
